05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,04,04,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05
05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,04,04,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05
05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,04,04,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05
05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,04,04,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05
05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,04,04,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05
05,05,05,05,05,05,05,07,07,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,04,04,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,07,05,05,05,05,05,05,05
05,05,05,05,05,05,05,05,07,07,07,05,05,05,05,05,05,05,05,05,05,05,05,05,05,04,04,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,07,05,05,05,05,05,05,05
05,05,05,05,05,05,05,05,05,05,07,07,07,07,05,05,05,05,05,05,05,05,05,05,05,04,04,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,07,05,05,05,05,05,05,05
05,05,05,05,05,05,05,05,05,05,05,07,07,07,05,05,05,05,05,05,05,05,05,05,05,04,04,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,07,05,05,05,05,05,05,05
05,05,05,05,05,05,05,05,05,07,07,05,05,05,05,05,05,05,05,05,05,05,05,05,05,04,04,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,07,05,05,05,05,05,05,05
05,05,05,05,05,05,05,05,07,07,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,04,04,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,07,05,05,05,05,05,05
05,05,05,05,05,05,05,05,07,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,04,04,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,05,07,05,05,05,05,05,05
